Site,Type,Classification,Date,Time,Duration,Depth,Visibility,Weather,Current,Boats,Researcher,Parrotfish,Rabbitfish,Butterflyfish,Angelfish,Cleaner_Wrasse,Batfish,Thicklip,Red_Breast,Slingjaw,Sweetlips,Squirrel_Soldier,Triggerfish,Porcupine_Puffer,Ray,Brown_Stripe_Snapper,Russels_Snapper,lrg_Snapper,Eel,Trevally,Emperorfish,sml_Grouper,lrg_Grouper,Barracuda,total_N
Hin Pee Wee,Natural,Pinnacle,09/01/2024,10:00,8,15,8,4,None,0,GlobalReef,4.25,16.75,9.25,2.5,3.5,0.5,0.0,1.0,0.0,2.0,18.25,0.5,0.0,0.0,0.0,52.5,0.25,0.0,1.75,5.25,18.25,1.25,167.75,305.5
Sattakut,Artificial,Shipwreck,09/01/2024,10:00,8,22,12,3,None,0,GlobalReef,6.75,11.5,13.0,0.0,0.0,1.0,0.0,3.5,0.25,6.25,57.25,2.75,1.0,0.5,51.5,75.75,10.5,0.0,2.5,2.5,4.25,2.25,0.5,253.5
Sattakut,Artificial,Shipwreck,09/01/2024,10:00,8,22,5,3,None,0,GlobalReef,3.0,24.5,5.5,1.0,0.0,0.0,0.0,0.0,0.0,3.5,45.5,1.0,0.0,0.0,23.5,36.5,5.0,0.0,2.5,0.0,0.0,3.5,0.0,155.0
Sattakut,Artificial,Shipwreck,09/01/2024,10:00,8,22,5,3,None,0,GlobalReef,4.0,57.75,11.0,0.0,0.0,0.0,0.25,0.75,0.25,3.25,38.5,0.0,1.0,0.0,82.75,88.75,9.25,0.0,5.75,26.0,2.75,1.0,49.5,382.5
Aow Mao Wreck,Artificial,Shipwreck,09/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,7.25,48.5,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.5,15.0,7.75,0.0,4.5,5.25,1.5,1.75,0.0,99.0
Aow Mao Wreck,Artificial,Shipwreck,09/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,2.0,21.67,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.0,17.0,6.0,0.0,2.0,2.0,1.67,7.67,0.0,64.68
Aow Mao Wreck,Artificial,Shipwreck,09/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,1.0,13.5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,1.5,1.0,0.5,0.5,0.0,50.0
No Name Pinnacle,Natural,Pinnacle,09/03/2024,10:00,8,19,12,5,NA,3,GlobalReef,5.75,9.25,8.0,0.75,1.25,0.25,0.75,1.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,15.0,4.25,0.0,50.5
Hin Pee Wee,Natural,Pinnacle,09/04/2024,10:00,8,15,5,4,None,3,GlobalReef,2.0,41.75,4.5,0.75,2.25,0.0,0.0,3.25,0.0,2.25,3.75,0.5,0.0,0.0,0.25,39.25,0.0,0.0,0.5,6.25,16.5,0.5,250.0,374.25
Aow Mao,Natural,Fringing,09/16/2024,NA,8,NA,NA,NA,NA,0,GlobalReef,3.33,8.67,14.0,2.0,6.33,0.0,0.33,2.67,3.0,0.0,2.0,0.0,0.0,0.0,155.67,0.0,0.0,0.0,2.33,1.0,10.33,1.67,283.33,496.66
Aow Mao,Natural,Fringing,09/16/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,4.25,6.5,11.5,0.25,2.75,0.0,0.0,1.75,1.0,0.0,0.75,0.0,0.0,0.0,111.0,0.0,0.0,0.0,1.25,1.25,6.75,1.25,62.5,212.75
Aow Mao,Natural,Fringing,09/22/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,8.5,9.25,15.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.75,0.0,0.0,0.0,49.5,0.0,0.25,0.0,0.5,0.5,10.0,0.5,0.0,102.75
Hin Pee Wee,Natural,Pinnacle,09/24/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,4.0,18.0,27.5,2.5,1.25,0.75,0.25,3.5,0.0,0.25,7.75,1.0,0.0,0.0,0.0,14.0,0.5,0.0,1.5,7.25,17.5,6.75,242.5,356.75
Chumphon,Natural,Pinnacle,10/01/2024,13:15,8,18,8,5,Medium,2,GlobalReef,1.75,25.5,4.5,1.5,0.25,1.5,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.75,0.0,5.25,1.0,0.0,68.5
Chumphon,Natural,Pinnacle,10/01/2024,13:15,8,18,8,5,Medium,2,GlobalReef,1.75,24.5,10.25,0.25,0.75,0.5,0.5,0.75,0.0,0.0,0.5,0.75,0.0,0.0,10.0,0.0,0.0,0.0,3.25,0.25,5.25,0.75,0.0,60.0
Green Rock,Natural,Fringing,10/01/2024,NA,8,12,NA,NA,NA,3,GlobalReef,15.0,25.5,18.5,0.0,8.5,0.0,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,48.5,0.0,0.0,0.0,1.0,0.5,8.0,0.0,0.0,131.5
Green Rock,Natural,Fringing,10/01/2024,NA,8,12,NA,NA,NA,3,GlobalReef,34.0,8.0,13.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,130.0,214.0
Green Rock,Natural,Fringing,10/01/2024,NA,8,12,NA,NA,NA,3,GlobalReef,40.0,7.0,27.0,0.0,6.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,90.0,188.0
No Name Pinnacle,Natural,Pinnacle,10/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,9.5,9.17,11.33,3.33,6.83,0.0,1.33,3.67,0.83,0.17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,2.67,8.5,7.67,1.0,70.83
No Name Pinnacle,Natural,Pinnacle,10/01/2024,8:00,8,16.5,12,3,None,3,GlobalReef,6.5,34.5,7.5,2.0,5.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,72.5
No Name Pinnacle,Natural,Pinnacle,10/01/2024,8:00,8,16.5,12,3,None,3,GlobalReef,8.0,57.0,5.5,2.0,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,12.5,3.0,0.0,95.5
No Name Wreck,Artificial,Shipwreck,10/01/2024,10:00,8,NA,18,NA,Light,3,GlobalReef,11.83,13.33,8.83,0.17,0.0,0.83,0.17,1.5,0.0,0.0,0.0,0.67,0.0,0.0,0.5,1.17,5.17,0.0,6.67,8.83,4.5,9.67,0.0,73.84
No Name Wreck,Artificial,Shipwreck,10/01/2024,8:00,8,22.5,18,3,None,2,GlobalReef,6.0,38.0,4.0,1.5,0.0,2.5,0.0,1.75,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.75,6.75,0.0,3.0,2.25,3.75,4.25,0.0,76.25
No Name Wreck,Artificial,Shipwreck,10/01/2024,8:00,8,22.5,18,3,None,2,GlobalReef,7.0,43.5,5.0,1.0,0.0,2.0,0.0,1.5,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.75,6.5,0.0,8.0,3.25,4.75,3.5,0.0,88.5
Aow Mao Wreck,Artificial,Shipwreck,10/01/2024,NA,8,26.5,5,1,None,2,GlobalReef,0.67,12.5,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,3.83,0.0,0.83,0.33,0.17,0.67,0.0,33.0
Aow Mao Wreck,Artificial,Shipwreck,10/01/2024,NA,8,26.5,5,1,None,2,GlobalReef,0.17,9.67,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,14.5,2.17,0.0,0.33,0.33,0.5,1.0,0.0,36.67
Sattakut,Artificial,Shipwreck,10/01/2024,9:30,8,24,12,5,Light,5,GlobalReef,4.5,28.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,85.5,0.5,0.5,0.0,54.0,21.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,212.5
Hin Pee Wee,Natural,Pinnacle,10/09/2024,9:00,8,16,15,5,None,6,GlobalReef,2.92,5.17,7.83,0.42,3.33,0.25,0.42,1.83,0.0,0.92,2.0,0.0,0.0,0.0,0.08,22.08,0.25,0.0,5.5,12.58,13.92,4.67,137.83,222.0
Southwest,Natural,Pinnacle,10/15/2024,8:00,8,19,10,1,None,5,GlobalReef,3.0,14.5,17.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,4.5,38.5,1.0,0.0,17.0,6.0,9.0,4.0,445.0,566.5
Southwest,Natural,Pinnacle,10/15/2024,10:00,8,19,10,1,None,5,GlobalReef,3.0,30.0,6.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.0,47.0,0.5,0.0,3.5,9.5,5.0,1.5,65.0,177.0
Southwest,Natural,Pinnacle,10/15/2024,8:00,8,19,10,1,None,5,GlobalReef,3.0,27.0,12.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,5.0,1.5,0.0,15.5,4.0,8.0,5.0,0.0,87.5
Southwest,Natural,Pinnacle,10/15/2024,10:00,8,19,10,1,None,5,GlobalReef,5.0,26.5,9.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.5,23.0,1.5,0.0,14.0,2.5,4.5,2.5,0.0,101.5
Southwest,Natural,Pinnacle,10/15/2024,8:00,8,19,10,1,None,5,GlobalReef,2.0,13.25,5.5,0.75,0.75,0.0,0.0,0.0,0.0,0.25,5.5,0.0,0.0,0.0,6.75,8.0,2.0,0.0,7.0,1.0,5.5,3.75,189.25,251.25
Southwest,Natural,Pinnacle,10/15/2024,10:00,8,16,10,1,None,5,GlobalReef,0.5,16.75,7.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.75,20.75,1.75,0.0,4.0,0.0,11.25,3.5,1.5,79.5
Southwest,Natural,Pinnacle,10/15/2024,8:00,8,16,10,1,None,5,GlobalReef,5.75,14.75,5.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,3.0,34.25,0.0,0.0,1.75,0.33,4.25,1.75,0.0,78.33
Southwest,Natural,Pinnacle,10/15/2024,10:00,8,16,10,1,None,5,GlobalReef,0.5,11.75,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.25,27.75,0.0,0.0,1.0,0.25,3.5,0.75,26.0,79.25
Southwest,Natural,Pinnacle,10/15/2024,8:00,8,16,10,1,None,5,GlobalReef,2.0,15.25,5.25,0.75,1.25,0.0,0.0,0.25,0.25,0.0,5.5,0.0,0.0,0.0,18.75,32.75,0.0,0.0,5.0,2.5,3.25,0.5,43.25,136.5
Southwest,Natural,Pinnacle,10/15/2024,10:00,8,16,10,1,None,5,GlobalReef,0.5,17.75,4.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.25,0.0,0.5,24.25,0.25,0.0,6.25,1.75,2.0,0.0,5.0,69.25
Aow Mao,Natural,Fringing,10/25/2024,9:15,8,12,12,1,None,3,GlobalReef,19.0,27.25,22.0,2.25,3.25,0.0,0.5,4.75,0.0,0.0,2.5,0.5,0.0,0.0,5.75,0.0,0.0,0.0,0.25,0.5,12.5,0.75,0.0,101.75
Aow Mao,Natural,Fringing,10/25/2024,9:15,8,12,12,1,None,3,GlobalReef,8.67,14.22,19.44,0.0,1.67,0.0,1.33,3.22,0.89,0.22,3.67,0.56,0.0,0.22,78.11,0.22,0.11,0.0,0.67,3.11,13.44,1.22,0.0,150.99
Green Rock,Natural,Fringing,02/04/2025,7:24,8,8.5,7,2,None,0,Jen,11.0,42.0,24.0,1.0,0.0,0.0,2,4.0,3.0,0,24.0,1.0,0.0,2,1.0,1.0,0.0,0,3.0,14.0,1.0,0,0,134.0
Green Rock,Natural,Fringing,02/04/2025,7:24,8,8.5,7,2,None,0,Elise,24.0,53.0,25.0,2.0,6.0,0.0,1,3.0,3.0,0,17.0,2.0,0.0,7,2.0,1.0,0.0,0,0.0,31.0,1.0,0,0,178.0
Green Rock,Natural,Fringing,02/04/2025,7:24,8,10,7,2,None,0,Jen,22.0,30.0,21.0,0.0,0.0,0.0,1,7.0,6.0,0,24.0,0.0,0.0,1,2.0,0.0,0.0,2,5.0,17.0,2.0,0,0,140.0
Green Rock,Natural,Fringing,02/04/2025,7:24,8,10,7,2,None,0,Elise,31.0,43.0,25.0,0.0,4.0,0.0,2,4.0,12.0,0,19.0,0.0,0.0,10,2.0,0.0,0.0,0,3.0,26.0,1.0,0,0,182.0
Shark Island,Natural,Pinnacle,02/05/2025,9:15,8,10.9,10,1,Light,1,Keisha,5.0,6.0,23.0,2.0,0.0,17.0,0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1.0,1.0,10.0,1,0,68.0
Shark Island,Natural,Pinnacle,02/05/2025,9:15,8,10.9,10,1,Light,1,Ben,6.0,19.0,16.0,2.0,2.0,7.0,1,1.0,0.0,1,0.0,1.0,0.0,0,1.0,1.0,0.0,0,7.0,2.0,23.0,0,0,90.0
Shark Island,Natural,Pinnacle,02/05/2025,9:24,8,10.9,10,1,Light,1,Keisha,8.0,0.0,40.0,2.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,40.0,0.0,0,1.0,0.0,2.0,0,0,95.0
Shark Island,Natural,Pinnacle,02/05/2025,9:24,8,10.9,10,1,Light,1,Ben,2.0,29.0,14.0,2.0,4.0,0.0,0,0.0,2.0,0,16.0,0.0,0.0,0,0.0,30.0,1.0,0,2.0,1.0,12.0,0,0,115.0
Shark Island,Natural,Pinnacle,02/05/2025,9:35,8,10.9,10,1,Light,1,Keisha,4.0,2.0,10.0,1.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3.0,0,0,23.0
Shark Island,Natural,Pinnacle,02/05/2025,9:35,8,10.9,10,1,Light,1,Ben,6.0,16.0,10.0,1.0,3.0,0.0,3,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,2.0,8.0,0,0,53.0
Hin Pee Wee ,Natural,Pinnacle,02/06/2025,7:27,8,16,8,1,None,3,Georgia,6.0,24.0,8.0,0.0,1.0,0.0,0,3.0,0.0,0,0.0,0.0,0.0,0,0.0,5.0,15.0,0,2.0,24.0,2.0,2,160,252.0
Hin Pee Wee ,Natural,Pinnacle,02/06/2025,7:27,8,16,8,1,None,0,Camille,12.0,33.0,9.0,0.0,0.0,1.0,1,2.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,13.0,0,0.0,21.0,6.0,6,90,196.0
Sattakut,Artificial,Shipwreck,02/06/2025,7:27,8,16,8,1,None,3,Georgia,2.0,17.0,7.0,2.0,1.0,0.0,0,3.0,0.0,NA,0.0,1.0,1.0,0,0.0,65.0,134.0,0,0.0,2.0,0.0,2,2,239.0
Sattakut,Artificial,Shipwreck,02/06/2025,7:27,8,16,8,1,None,0,Camille,1.0,45.0,12.0,2.0,0.0,0.0,0,0.0,0.0,0,6.0,0.0,0.0,0,0.0,49.0,127.0,8,0.0,0.0,4.0,4,1,259.0
No Name Pinnacle,Natural,Pinnacle,02/10/2025,7:58,8,20,9,2,None,2,Elise,3.0,7.0,7.0,1.0,0.0,1.0,0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,13.0,0,0,38.0
No Name Pinnacle,Natural,Pinnacle,02/10/2025,7:58,8,20,9,2,None,2,Martin,10.0,4.0,8.0,1.0,5.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,3.0,30.0,0,0,65.0
No Name Pinnacle,Natural,Pinnacle,02/10/2025,8:08,8,15,10,2,None,2,Elise,14.0,29.0,11.0,1.0,0.0,0.0,0,1.0,3.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,3.0,1.0,16.0,1,0,81.0
No Name Pinnacle,Natural,Pinnacle,02/10/2025,8:08,8,15,10,2,None,2,Martin,14.0,21.0,9.0,1.0,0.0,0.0,0,1.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,2.0,1.0,19.0,1,0,70.0
No Name Wreck ,Artificial,Shipwreck,02/10/2025,7:30,8,22,13,2,None,2,Bjarne,4.0,66.0,13.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,13.0,0,4.0,1.0,2.0,9,0,113.0
No Name Wreck ,Artificial,Shipwreck,02/10/2025,7:30,8,22,13,2,None,2,Olive,7.0,49.0,11.0,2.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,12.0,0,6.0,0.0,0.0,12,0,100.0
No Name Wreck ,Artificial,Shipwreck,02/10/2025,7:39,8,22,13,2,None,2,Bjarne,4.0,36.0,3.0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,10.0,0,4.0,0.0,5.0,1,0,66.0
No Name Wreck ,Artificial,Shipwreck,02/10/2025,7:39,8,22,13,2,None,2,Olive,7.0,29.0,6.0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,9.0,0,3.0,0.0,2.0,11,0,70.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:17,8,15,15,2,Light,12,Bjarne,10.0,6.0,27.0,1.0,1.0,0.0,3,5.0,1.0,0,19.0,3.0,0.0,0,63.0,0.0,1.0,0,1.0,2.0,23.0,5,0,171.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:17,8,15,15,2,Light,12,Olive,14.0,10.0,22.0,1.0,1.0,0.0,3,6.0,1.0,0,31.0,2.0,0.0,0,73.0,0.0,0.0,0,1.0,2.0,21.0,5,0,193.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:17,8,15,15,2,Light,12,Bjarne,5.0,0.0,16.0,0.0,1.0,0.0,0,4.0,3.0,0,44.0,0.0,0.0,0,66.0,0.0,1.0,0,2.0,2.0,27.0,2,0,173.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:17,8,15,15,2,Light,12,Olive,5.0,0.0,20.0,1.0,4.0,0.0,0,0.0,3.0,0,47.0,0.0,0.0,0,53.0,0.0,0.0,0,2.0,4.0,23.0,7,0,169.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:17,8,15,15,2,Light,12,Bjarne,5.0,0.0,4.0,0.0,3.0,0.0,1,3.0,0.0,0,34.0,2.0,0.0,0,10.0,0.0,0.0,0,0.0,0.0,35.0,0,0,97.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:17,8,15,15,2,Light,12,Olive,6.0,0.0,17.0,0.0,4.0,0.0,1,2.0,1.0,0,28.0,2.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,0,0,88.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:21,8,16,15,2,Light,12,Scarlett,10.0,2.0,20.0,0.0,3.0,0.0,2,2.0,0.0,0,0.0,1.0,0.0,0,1.0,2.0,0.0,0,1.0,8.0,34.0,0,0,86.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:21,8,16,15,2,Light,12,Camille,12.0,1.0,24.0,0.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1.0,16.0,21.0,0,0,82.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:21,8,18,15,2,Light,12,Scarlett,13.0,54.0,11.0,2.0,4.0,0.0,1,7.0,0.0,0,1.0,0.0,0.0,0,3.0,4.0,0.0,0,0.0,9.0,20.0,2,0,131.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:21,8,18,15,2,Light,12,Camille,11.0,64.0,14.0,0.0,9.0,0.0,0,8.0,0.0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,9.0,14.0,2,0,134.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:21,8,15,15,2,Light,12,Scarlett,7.0,11.0,16.0,1.0,4.0,0.0,2,6.0,3.0,0,17.0,1.0,0.0,0,21.0,0.0,0.0,0,2.0,11.0,39.0,0,0,141.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:21,8,15,15,2,Light,12,Camille,8.0,11.0,13.0,0.0,3.0,0.0,4,3.0,2.0,0,23.0,1.0,0.0,0,21.0,0.0,1.0,0,0.0,4.0,31.0,2,0,127.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:38,8,12,15,2,Light,16,Elise,9.0,1.0,10.0,3.0,5.0,1.0,1,4.0,3.0,1,30.0,0.0,0.0,0,1.0,13.0,0.0,0,0.0,9.0,43.0,0,0,134.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:38,8,12,15,2,Light,16,Martin,4.0,3.0,10.0,3.0,0.0,0.0,1,4.0,0.0,0,14.0,0.0,0.0,0,1.0,11.0,7.0,0,0.0,2.0,19.0,0,0,79.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:38,8,15,15,2,Light,16,Elise,2.0,39.0,6.0,1.0,4.0,0.0,1,4.0,2.0,2,2.0,1.0,0.0,0,2.0,2.0,0.0,0,0.0,2.0,15.0,0,0,85.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:38,8,15,15,2,Light,16,Martin,2.0,1.0,4.0,1.0,4.0,0.0,1,5.0,0.0,1,1.0,1.0,0.0,0,2.0,2.0,0.0,0,0.0,2.0,10.0,0,0,37.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:38,8,11,15,2,Light,16,Elise,6.0,2.0,10.0,0.0,4.0,0.0,1,4.0,3.0,0,58.0,0.0,0.0,0,117.0,5.0,0.0,0,1.0,4.0,11.0,1,1,228.0
White Rock ,Natural ,Pinnacle,02/10/2025,9:38,8,11,15,2,Light,16,Martin,3.0,6.0,14.0,0.0,5.0,0.0,1,1.0,2.0,0,33.0,0.0,0.0,0,99.0,0.0,0.0,0,1.0,4.0,12.0,0,1,182.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:58,8,20,10,1,None,10,Keisha,2.0,130.0,13.0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,20.0,0,1.0,0.0,3.0,0,300,472.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:58,8,20,10,1,None,10,Max,10.0,93.0,23.0,2.0,3.0,0.0,0,0.0,0.0,0,3.0,1.0,0.0,0,1.0,0.0,21.0,0,0.0,0.0,13.0,10,150,330.0
Chumphon,Natural ,Pinnacle,02/11/2025,08:08,8,20,10,1,None,10,Keisha,3.0,31.0,21.0,2.0,0.0,2.0,1,0.0,0.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,12.0,0,0,75.0
Chumphon,Natural ,Pinnacle,02/11/2025,8:08,8,20,10,1,None,10,Max,12.0,10.0,30.0,2.0,5.0,2.0,4,2.0,0.0,0,13.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,24.0,4,0,109.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:51,8,15.8,10,1,None,8,Georgia,10.0,29.0,23.0,1.0,1.0,0.0,0,1.0,1.0,0,4.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,14.0,2,160,247.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:51,8,15.8,10,1,None,8,Ben,8.0,32.0,18.0,2.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.0,8.0,1,170,243.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:51,8,15.8,10,1,None,8,Georgia,1.0,129.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0.0,1.0,2.0,4,0,150.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:51,8,15.8,10,1,None,8,Ben,3.0,106.0,7.0,2.0,1.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,1,0,123.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:58,8,20,10,1,None,10,Olive,4.0,90.0,15.0,0.0,0.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,20.0,0,13.0,0.0,3.0,5,93,246.0
Chumphon,Natural ,Pinnacle,02/11/2025,07:58,8,20,10,1,None,10,Jen,0.0,84.0,3.0,4.0,6.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,22.0,0,1.0,11.0,1.0,11,115,259.0
Chumphon,Natural ,Pinnacle,02/11/2025,08:08,8,20,10,1,None,10,Olive,9.0,33.0,12.0,2.0,1.0,3.0,1,3.0,0.0,0,5.0,0.0,0.0,0,1.0,0.0,1.0,0,1.0,1.0,9.0,7,0,89.0
Chumphon,Natural ,Pinnacle,02/11/2025,08:08,8,20,10,1,None,10,Jen,1.0,41.0,6.0,4.0,12.0,2.0,0,0.0,0.0,0,10.0,0.0,0.0,0,1.0,2.0,1.0,0,3.0,6.0,26.0,15,0,130.0
Hin Pee Wee,Natural ,Pinnacle,02/11/2025,10:05,8,13.6,13,1,None,7,Ben,8.0,9.0,6.0,2.0,0.0,0.0,4,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,3.0,3.0,42.0,2,75,158.0
Hin Pee Wee,Natural ,Pinnacle,02/11/2025,10:05,8,13.6,13,1,None,7,Georgia,9.0,9.0,8.0,2.0,2.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,25.0,5,195,262.0
Hin Pee Wee,Natural ,Pinnacle,02/11/2025,10:05,8,13.6,13,1,None,7,Ben,14.0,13.0,3.0,4.0,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,3.0,44.0,33.0,1,0,119.0
Hin Pee Wee,Natural ,Pinnacle,02/11/2025,10:05,8,13.6,13,1,None,7,Georgia,10.0,22.0,11.0,2.0,0.0,0.0,0,2.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,6.0,32.0,19.0,2,0,109.0
Southwest,Natural ,Pinnacle,02/13/2025,7:25,8,15.3,12,1,None,2,Keisha,1.0,5.0,11.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,2.0,6,200,228.0
Southwest,Natural ,Pinnacle,02/13/2025,7:25,8,15.3,12,1,None,2,Jenny,3.0,13.0,6.0,1.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,65.0,0.0,0.0,0,0.0,3.0,8.0,9,127,237.0
Southwest,Natural ,Pinnacle,02/13/2025,7:25,8,15.3,12,1,None,2,Keisha,6.0,4.0,10.0,1.0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,0.0,0,0.0,0.0,1.0,0,16.0,2.0,14.0,0,250,314.0
Southwest,Natural ,Pinnacle,02/13/2025,7:25,8,15.3,12,1,None,2,Jenny,7.0,12.0,4.0,1.0,3.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,3.0,0,18.0,6.0,5.0,6,385,451.0
